Emp ID,Last Name,First Name,Address,City,State,Zip,Telephone,Hiredate,Dept,Location,Work Phone,M/S,Budget,Grade,Salary,Health Plan,Supervisor Name,Supr Phone
12461,Leonhardt,Lowell,12510 Se Petrovitsky Rd.,Renton,WA,98058,(425) 226-1246,2/20/1990,PROD,Renton,(425) 393-1246,PB-18,R-1779,19,"5,339.47",Kaiser WA,Frank Sullivan,(206) 393-1000
12466,Hartman,Helen,122 3Rd St. Ne,Auburn,WA,98002,(253) 833-1246,2/25/1990,PROD,Seattle,(206) 221-1246,QR-10,R-2661,8,"3,314.16",Regence BlueShield ,Peggy Kramer,(206) 221-2083
12471,Howard,Paul,1619 Auburn Way North,Auburn,WA,98002,(253) 833-1247,3/2/1990,PROD,Seattle,(206) 221-1247,QR-12,R-2661,5,"2,761.79",Regence BlueShield ,Harry Hillis,(206) 221-2179
12525,Weston,Albert,2702 West Valley Hwy. North,Auburn,WA,98001,(253) 833-1252,4/25/1990,PROD,Seattle,(206) 221-1252,QR-12,R-2661,19,"5,339.47",Kaiser WA,Harry Hillis,(206) 221-2179
12550,Costello,John,238 8Th St. Se,Auburn,WA,98002,(253) 833-1255,5/20/1990,MKTG,Bellevue,(425) 882-1255,RL-27,M-1211,1,"2,025.33",Kaiser WA,Bob Shavers,(206) 882-1281
12655,Borman,Frank,25815 111Th Ave. S.E.,Kent,WA,98031,(253) 872-1265,9/2/1990,PROD,Renton,(425) 393-1265,PB-21,R-1779,20,"5,523.60",Kaiser Permanente ,Wes Adams,(206) 221-1958
12672,Ewing,Robert,4000 Maple Valley Hwy.,Renton,WA,98058,(425) 226-1267,9/19/1990,ACCT,Seattle,(206) 221-1267,BX-45,A-1834,15,"4,603.01",Kaiser Permanente ,Val Johnson,(206) 221-1958
12677,Gray,James,7601 S. 190Th,Kent,WA,98032,(253) 872-1267,9/24/1990,SALE,Bellevue,(425) 882-1267,HG-12,S-3006,11,"3,866.53",Regence BlueShield ,Bob Stewart,(206) 882-1590
12699,Diaz,Carol,14719 S.E. 272Nd Street,Kent,WA,98042,(253) 872-1269,10/16/1990,PROD,Seattle,(206) 221-1269,QR-19,R-5321,18,"5,155.36",Regence BlueShield ,Bill Harrison,(206) 221-2205
12752,Giles,Peter,18821 90Th Ave. S.,Kent,WA,98031,(253) 872-1275,12/8/1990,ACCT,Seattle,(206) 221-1275,BX-45,A-1834,11,"3,866.53",Kaiser WA,Val Johnson,(206) 221-1958
12810,Shavers,Robert,14413 Se 128Th,Renton,WA,98056,(425) 226-1281,2/4/1991,MKTG,Bellevue,(425) 882-1281,RL-27,M-1211,18,"5,155.36",Kaiser WA,Diane Arthur,(206) 882-1237
12957,Ward,Candy,5869 S. 194Th,Kent,WA,98032,(253) 872-1295,7/1/1991,SALE,Bellevue,(425) 882-1295,HG-12,S-3006,12,"4,050.64",Kaiser WA,Bob Stewart,(206) 882-1590
13001,Roth,Bill,22230 Russell Rd.,Kent,WA,98032,(253) 872-1300,8/14/1991,PROD,Seattle,(206) 221-1300,QR-12,R-2661,18,"5,155.36",Regence BlueShield ,Harry Hillis,(206) 221-2179
13007,Covello,Charlotte,1833 Auburn N Ste. B,Auburn,WA,98002,(253) 833-1300,8/20/1991,SALE,Bellevue,(425) 882-1300,HG-12,S-3006,15,"4,603.01",Regence BlueShield ,Bob Stewart,(206) 882-1590
13040,Reynolds,Jonathan,1000 Sw 7Th St.,Renton,WA,98055,(425) 227-1304,9/22/1991,MKTG,Bellevue,(425) 882-1304,RL-27,M-1211,18,"5,155.36",Kaiser Permanente ,Diane Arthur,(206) 882-1237
13048,Horton,Bart,3501 C St. Ne,Auburn,WA,98002,(253) 833-1304,9/30/1991,PROD,Renton,(425) 393-1304,PB-18,R-1779,16,"4,787.12",Regence BlueShield ,Frank Sullivan,(206) 393-1000
13066,Kalman,Donna,3941 B Street,Auburn,WA,98001,(253) 833-1306,10/18/1991,PROD,Renton,(425) 393-1306,PB-21,R-1779,15,"4,603.01",Regence BlueShield ,Frank Borman,(206) 393-1265
13067,Kowalski,John,1212 Dayton Ave. Ne,Renton,WA,98056,(425) 226-1306,10/19/1991,SALE,Bellevue,(425) 882-1306,HG-12,S-3006,9,"3,498.27",Regence BlueShield ,Bob Stewart,(206) 882-1590
13070,Vaughn,Carole,3401 Auburn Way North,Auburn,WA,98002,(253) 833-1307,10/22/1991,MKTG,Bellevue,(425) 882-1307,RL-27,M-1211,8,"3,314.16",Regence BlueShield ,Barry Slatta,(206) 882-2246
13077,Hegarty,Sharon,19015 66Th Ave. S.,Kent,WA,98032,(253) 872-1307,10/29/1991,SALE,Bellevue,(425) 882-1307,HG-12,S-3006,5,"2,761.79",Regence BlueShield ,Bob Stewart,(206) 882-1590
13255,Blair,Carolyn,1813 Howard Rd.,Auburn,WA,98002,(253) 833-1325,4/24/1992,ENGR,Renton,(425) 393-1325,XJ-67,E-1089,15,"4,603.01",Kaiser WA,Dave Morgan,(206) 393-2002
13343,Simpson,Paul,3290 B. St.,Auburn,WA,98001,(253) 833-1334,7/21/1992,PROD,Seattle,(206) 221-1334,QR-12,R-2661,1,"2,025.33",Kaiser WA,Harry Hillis,(206) 221-2179
13346,Collins,Nancy,1411 R St. Nw,Auburn,WA,98001,(253) 833-1334,7/24/1992,PROD,Renton,(425) 393-1334,PB-21,R-1779,5,"2,761.79",Regence BlueShield ,Frank Borman,(206) 393-1265
13348,Schneider,Chris,25414 104Th Ave. S.E.,Kent,WA,98031,(253) 872-1334,7/26/1992,ENGR,Renton,(425) 393-1334,XJ-67,E-1089,15,"4,603.01",Regence BlueShield ,Dave Morgan,(206) 393-2002
13410,Hagman,Margo,20 Auburn Way South,Auburn,WA,98002,(253) 833-1341,9/26/1992,MKTG,Bellevue,(425) 882-1341,RL-27,M-1211,2,"2,209.44",Regence BlueShield ,Jon Reynolds,(206) 882-304
13564,Nicholson,Harold,550 Sw 7Th,Renton,WA,98055,(425) 227-1356,2/27/1993,PROD,Renton,(425) 393-1356,PB-14,R-1779,11,"3,866.53",Regence BlueShield ,Molly Goldberg,(206) 393-1513
13666,Purcell,Paul,22911 86Th Ave. S.,Kent,WA,98031,(253) 872-1366,6/9/1993,PROD,Seattle,(206) 221-1366,QR-19,R-5321,5,"2,761.79",Regence BlueShield ,Bill Harrison,(206) 221-2205
13668,Jarrett,Lynn,345 Union Ave. Ne,Renton,WA,98056,(425) 226-1366,6/11/1993,PROD,Seattle,(206) 221-1366,QR-27,R-2661,20,"5,523.60",Regence BlueShield ,Wes Adams,(206) 221-1958
13751,Hildermann,Don,448 W. Main St.,Auburn,WA,98001,(253) 833-1375,9/2/1993,PROD,Seattle,(206) 221-1375,QR-27,R-2661,10,"3,682.40",Kaiser Permanente ,Lynn Jarret,(206) 221-1366
13895,Pierce,Sam,1037 Thomas Ave. Sw,Renton,WA,98055,(425) 227-1389,1/24/1994,PROD,Seattle,(206) 221-1389,QR-06,R-5321,3,"2,393.57",Kaiser WA,Joe Stone,(206) 221-2252
13989,Lewis,John,22257 W. Valley Hwy.,Kent,WA,98032,(253) 872-1398,4/28/1994,PROD,Renton,(425) 393-1398,PB-21,R-1779,15,"4,603.01",Kaiser WA,Frank Borman,(206) 393-1265
14082,Farmer,Lou,232 C St. Nw,Auburn,WA,98001,(253) 833-1408,7/30/1994,ACCT,Seattle,(206) 221-1408,BX-45,A-1834,8,"3,314.16",Regence BlueShield ,Val Johnson,(206) 221-1958
14084,Taft,Jerry,21202 Pacific Hwy. S.,Des Moines,WA,98027,(253) 775-1408,8/1/1994,PROD,Renton,(425) 393-1408,PB-18,R-1779,15,"4,603.01",Regence BlueShield ,Frank Sullivan,(206) 393-1000
14219,Bates,Eileen,701 15Th Sw,Auburn,WA,98001,(253) 833-1421,12/14/1994,PROD,Seattle,(206) 221-1421,QR-31,R-5321,7,"3,130.03",Kaiser WA,Bob Irwin,(206) 221-1549
14249,Ferris,Cindy,"9725 3Rd N.E., #400",Seattle,WA,98115,(206) 452-1424,1/13/1995,ENGR,Renton,(425) 393-1424,XJ-67,E-1089,12,"4,050.64",Kaiser Permanente ,Dave Rogers,(206) 393-1973
14306,Heinemann,Donald,13020 Lake Kathleen Rd. Se,Renton,WA,98056,(425) 226-1430,3/11/1995,PROD,Seattle,(206) 221-1430,QR-31,R-5321,14,"4,418.88",Regence BlueShield ,Bob Irwin,(206) 221-1549
14385,Cullen,Bruce,112 3Rd St. Nw,Auburn,WA,98002,(253) 833-1438,5/29/1995,PROD,Seattle,(206) 221-1438,QR-07,R-2661,18,"5,155.36",Regence BlueShield ,Eleanor Lancaster,(206) 221-1124
14441,Corcoran,Joyce,1420 Auburn Way South,Auburn,WA,98002,(253) 833-1444,7/24/1995,PROD,Renton,(425) 393-1444,PB-21,R-1779,2,"2,209.44",Regence BlueShield ,Frank Borman,(206) 393-1265
14456,Parks,Vickie,941 Powell Ave. Sw Ste. 100,Renton,WA,98055,(425) 227-1445,8/8/1995,PROD,Seattle,(206) 221-1445,QR-06,R-5321,8,"3,314.16",Regence BlueShield ,Joe Stone,(206) 221-2252
14473,Lansing,Elaine,10432 Kent-Kangley,Kent,WA,98031,(253) 872-1447,8/25/1995,PROD,Seattle,(206) 221-1447,QR-06,R-5321,17,"4,971.25",Kaiser Permanente ,Joe Stone,(206) 221-2252
14665,Erickson,Ron,15 S. Grady Way,Renton,WA,98055,(425) 227-1466,3/4/1996,PROD,Seattle,(206) 221-1466,QR-06,R-5321,12,"4,050.64",Regence BlueShield ,Joe Stone,(206) 221-2252
14666,Buchanan,Kevin,299 Rainier Ave S.,Renton,WA,98055,(425) 227-1466,3/4/1996,PROD,Seattle,(206) 221-1466,QR-12,R-2661,2,"2,209.44",Regence BlueShield ,Harry Hillis,(206) 221-2179
14731,Spencer,Julia,239 Sw 41St Bldg. 11,Renton,WA,98055,(425) 227-1473,5/9/1996,PROD,Renton,(425) 393-1473,PB-21,R-1779,19,"5,339.47",Kaiser WA,Frank Borman,(206) 393-1265
14750,Cleveland,Patricia,60 S. Grady Way,Renton,WA,98055,(425) 227-1475,5/28/1996,MKTG,Bellevue,(425) 882-1475,RL-27,M-1211,15,"4,603.01",Regence BlueShield ,Jon Reynolds,(206) 882-304
14783,Olmstead,Ann,200 Sw 16Th,Renton,WA,98055,(425) 227-1478,6/30/1996,PROD,Seattle,(206) 221-1478,QR-19,R-5321,1,"2,025.33",Kaiser WA,Bill Harrison,(206) 221-2205
14809,Jenkins,Angela,3915 Talbot Rd. S. Ste. 209,Renton,WA,98055,(425) 227-1480,7/26/1996,PROD,Seattle,(206) 221-1480,QR-27,R-2661,1,"2,025.33",Regence BlueShield ,Lynn Jarret,(206) 221-1366
14875,Ford,Jean,21229 84Th Avenue S.,Kent,WA,98032,(253) 872-1487,9/30/1996,PROD,Seattle,(206) 221-1487,QR-31,R-5321,1,"2,025.33",Regence BlueShield ,Bob Irwin,(206) 221-1549
14905,Grout,Patricia,14410 Se Petrovitsky,Renton,WA,98058,(425) 226-1490,10/30/1996,PROD,Renton,(425) 393-1490,PB-18,R-1779,5,"2,761.79",Regence BlueShield ,Frank Sullivan,(206) 393-1000
14921,Corbett,Jessica,17220 140Th Se,Renton,WA,98058,(425) 226-1492,11/15/1996,PROD,Renton,(425) 393-1492,PB-14,R-1779,19,"5,339.47",Regence BlueShield ,Molly Goldberg,(206) 393-1513
14950,Monroe,Jon,516 Kenosia,Kent,WA,98031,(253) 872-1495,12/14/1996,MKTG,Bellevue,(425) 882-1495,RL-27,M-1211,8,"3,314.16",Kaiser WA,Jon Reynolds,(206) 882-304
14995,Turner,Maureen,4108 Jones Ave. Ne,Renton,WA,98056,(425) 226-1499,1/28/1997,PROD,Seattle,(206) 221-1499,QR-19,R-5321,19,"5,339.47",Kaiser WA,Bill Harrison,(206) 221-2205
14997,Tolbert,Mike,3220 B St. Se,Auburn,WA,98002,(253) 833-1499,1/30/1997,SALE,Bellevue,(425) 882-1499,HG-12,S-3006,5,"2,761.79",Kaiser WA,Bob Stewart,(206) 882-1590
15002,Johnson,Valerie,626-B Industry Dr.,Seattle,WA,98188,(206) 452-1500,2/4/1997,ACCT,Seattle,(206) 221-1500,BX-45,A-1834,20,"5,523.60",Kaiser WA,Wes Adams,(206) 221-1958
15035,Mosher,Donna,201 Wells Ave. S.,Renton,WA,98055,(425) 227-1503,3/9/1997,PROD,Seattle,(206) 221-1503,QR-07,R-2661,8,"3,314.16",Regence BlueShield ,Eleanor Lancaster,(206) 221-1124
15131,Goldberg,Molly,105 1St St. Ne,Auburn,WA,98002,(253) 833-1513,6/13/1997,PROD,Renton,(425) 393-1513,PB-14,R-1779,20,"5,523.60",Regence BlueShield ,Wes Adams,(206) 221-1958
15144,Gerson,James,2415 Auburn Way North,Auburn,WA,98002,(253) 833-1514,6/26/1997,PROD,Seattle,(206) 221-1514,QR-31,R-5321,9,"3,498.27",Kaiser WA,Bob Irwin,(206) 221-1549
15177,Reynolds,Richard,711 Powell Ave. Sw,Renton,WA,98055,(425) 227-1517,7/29/1997,SALE,Bellevue,(425) 882-1517,HG-12,S-3006,15,"4,603.01",Regence BlueShield ,Bob Stewart,(206) 882-1590
15179,Brown,Dave,444 Park Ave. N.,Renton,WA,98055,(425) 227-1517,7/31/1997,ENGR,Renton,(425) 393-1517,XJ-67,E-1089,14,"4,418.88",Regence BlueShield ,Dave Morgan,(206) 393-2002
15235,Bennington,Paul,17425 120Th Lane Se,Renton,WA,98058,(425) 226-1523,9/25/1997,PROD,Renton,(425) 393-1523,PB-21,R-1779,1,"2,025.33",Regence BlueShield ,Frank Borman,(206) 393-1265
15294,Shelley,Wayne,"25230 Pacific Hwy., S.",Kent,WA,98032,(253) 872-1529,11/23/1997,PROD,Seattle,(206) 221-1529,QR-07,R-2661,2,"2,209.44",Kaiser WA,Eleanor Lancaster,(206) 221-1124
15373,Cohen,Mary,2500 Lake Washington Blvd. Nor,Renton,WA,98056,(425) 226-1537,2/10/1998,PROD,Renton,(425) 393-1537,PB-14,R-1779,6,"2,945.92",Kaiser WA,Molly Goldberg,(206) 393-1513
15453,Shepard,Dan,37201 Military Rd. South,Auburn,WA,98001,(253) 833-1545,5/1/1998,ENGR,Renton,(425) 393-1545,XJ-67,E-1089,8,"3,314.16",Kaiser WA,Dave Rogers,(206) 393-1973
15499,Irwin,Bob,941 Powell Ave. Sw Ste. 109,Renton,WA,98055,(425) 227-1549,6/16/1998,PROD,Seattle,(206) 221-1549,QR-31,R-5321,20,"5,523.60",Regence BlueShield ,Wes Adams,(206) 221-1958
